original_title,release_date,genres,keywords,actors,director
The Interview,2014-12-25,"['Action', 'Comedy']","['central intelligence agency (cia)', 'socialism', ""coup d'etat"", 'assassination attempt', 'evil dictator', 'north korea']","['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang', 'Timothy Simons', 'Reese Alexander', 'James Yi', 'Paul Bae', 'Geoff Gustafson']",Jonathan Watson
Die Hard 2,1990-07-03,"['Action', 'Thriller']","['helicopter', 'airport', 'based on novel or book', 'ambush', 'cop', 'sequel', 'snow', 'shootout', 'terrorism', 'explosion', 'church', 'commando', 'news reporter', 'air traffic control', 'virginia', 'terrorist plot', 'snowmobile', 'action hero', 'plane crash', 'christmas eve', 'tense', 'airplanes', 'airport police', 'rogue military', 'washington dulles international airport']","['Bruce Willis', 'Bonnie Bedelia', 'William Sadler', 'Art Evans', 'Dennis Franz', 'William Atherton', 'John Amos', 'Fred Thompson', 'Tom Bower', 'Franco Nero']",Renny Harlin
Hitch,2005-02-11,"['Comedy', 'Drama', 'Romance']","['romantic comedy', 'speed date', 'dating', 'romantic']","['Will Smith', 'Eva Mendes', 'Kevin James', 'Amber Valletta', 'Julie Ann Emery', 'Adam Arkin', 'Robinne Lee', 'Nathan Lee Graham', 'Michael Rapaport', 'Jeffrey Donovan']",Andy Tennant
The 5th Wave,2016-01-14,"['Science Fiction', 'Adventure', 'Action']","['based on novel or book', 'dystopia', 'alien', 'alien invasion', 'human subjugation', 'environmental disaster', 'based on young adult novel']","['Chloë Grace Moretz', 'Nick Robinson', 'Ron Livingston', 'Maggie Siff', 'Alex Roe', 'Maria Bello', 'Maika Monroe', 'Zackary Arthur', 'Liev Schreiber', 'Tony Revolori']",J Blakeson
Hotel Transylvania 2,2015-09-21,"['Animation', 'Comedy', 'Family', 'Fantasy']","['hotel', 'witch', 'skeleton', 'magic', 'transylvania', 'technology', 'marriage', 'mummy', 'only child', 'backpacker', 'wolfman', 'zombie', 'moving out', 'invisible person', 'new life', 'dracula']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi', 'David Spade', 'Keegan-Michael Key', 'Asher Blinkoff', 'Fran Drescher', 'Molly Shannon']",Jennifer Kluska
Taken 3,2014-12-16,"['Thriller', 'Action']","['california', 'escape', 'funeral', 'gas station', 'detective', 'bodyguard', 'suspicion of murder', 'golf', 'penthouse apartment', 'morgue', 'car crash', 'sequel', 'confusion', 'murder', 'fugitive', 'on the run', 'shootout', 'police chase', 'explosion', 'foot chase', 'anger', 'group of friends', 'death of mother', 'surveillance camera', 'murder investigation', 'failing marriage', 'ex-husband ex-wife relationship', 'police surveillance', 'wanted man', 'police inspector', 'framed for murder', 'protective father', 'gps', 'money problems', 'elevator', 'prime suspect', 'college student', 'rich husband', 'ex special forces', 'ex-cia agent', 'unhappy marriage', 'unplanned pregnancy', 'spetsnaz', 'secret hideout', 'innocent suspect', 'lost money', 'father daughter relationship', 'army veteran', 'associates', 'secret investigation', 'homicide investigation', 'russian', 'deep sadness', 'enemy', 'evasion', 'in love with ex', 'mystery', 'tense', 'honorable', 'stepfather stepdaughter relationship', 'death of ex', 'spy tech', 'outsmart', 'special skills', 'owe money to criminals']","['Liam Neeson', 'Forest Whitaker', 'Maggie Grace', 'Dougray Scott', 'Famke Janssen', 'Sam Spruell', 'Don Harvey', 'Dylan Bruno', 'Leland Orser', 'David Warshofsky']",Luc Besson
Paul,2011-02-14,"['Adventure', 'Comedy', 'Science Fiction']","['san diego, california', 'alien', 'area 51', 'alien space craft', 'duringcreditsstinger', '1980s']","['Simon Pegg', 'Nick Frost', 'Seth Rogen', 'Jason Bateman', 'Kristen Wiig', 'Bill Hader', 'Blythe Danner', 'Joe Lo Truglio', 'John Carroll Lynch', 'Jane Lynch']",Greg Mottola
Vertigo,1958-05-28,"['Mystery', 'Romance', 'Thriller']","['plan', ""love of one's life"", 'sense of guilt', 'san francisco, california', 'suicide attempt', 'obsession', 'bachelor', 'detective', 'necklace', 'vertigo', 'museum', 'painting', 'insurance fraud', 'film noir', 'golden gate bridge', 'psychological thriller', 'rescue from drowning', 'neo-noir', 'fear of heights', 'color film noir', 'awestruck']","['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers']",Alfred Hitchcock
The Invisible Man,2020-02-26,"['Thriller', 'Science Fiction', 'Horror']","['based on novel or book', 'pregnancy', 'architect', 'fake suicide', 'stalker', 'murder', 'domestic abuse', 'scientist', 'police detective', 'death', 'invisible person', 'mental hospital', 'angry', 'woman in peril', 'invisible man', 'tense', 'frightened']","['Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Michael Dorman', 'Harriet Dyer', 'Oliver Jackson-Cohen', 'Benedict Hardie', 'Zara Michales', 'Renee Lim', 'Sam Smith']",Killian Maguire
Black Hawk Down,2001-12-28,"['Action', 'War', 'History']","['based on novel or book', 'ambush', 'chaos', 'militia', 'prisoner of war', 'wound', 'somalia', 'warlord', 'famine', 'arms dealer', 'based on true story', 'delta force', 'gunfight', 'combat', 'us military', '1990s', 'helicopter crash', 'mogadishu', 'rescue operation', 'peacekeeper', 'soldiers', 'street shootout']","['Josh Hartnett', 'Eric Bana', 'Ewan McGregor', 'Tom Sizemore', 'William Fichtner', 'Sam Shepard', 'Jason Isaacs', 'Ewen Bremner', 'Orlando Bloom', 'Tom Hardy']",Ridley Scott
The Matrix Resurrections,2021-12-16,"['Science Fiction', 'Action', 'Adventure']","['future', 'man vs machine', 'underground world', 'artificial intelligence (a.i.)', 'computer', 'virtual reality', 'prophecy', 'dystopia', 'cyberpunk', 'aftercreditsstinger', 'dream world', 'woman director', 'gnosticism', 'arrogant', 'cliché']","['Keanu Reeves', 'Carrie-Anne Moss', 'Yahya Abdul-Mateen II', 'Jonathan Groff', 'Jessica Henwick', 'Neil Patrick Harris', 'Jada Pinkett Smith', 'Priyanka Chopra Jonas', 'Christina Ricci', 'Lambert Wilson']",Lana Wachowski
Jason Bourne,2016-07-27,"['Action', 'Thriller']","['assassin', 'central intelligence agency (cia)', 'amnesia', 'casino', 'chase', 'greece', 'flashback', 'hacking', 'las vegas', 'black ops', 'rogue agent', 'armored vehicle', 'reykjavík, iceland', 'hdd']","['Matt Damon', 'Tommy Lee Jones', 'Alicia Vikander', 'Vincent Cassel', 'Julia Stiles', 'Riz Ahmed', 'Amy De Bhrún', 'Ato Essandoh', 'Scott Shepherd', 'Bill Camp']",Paul Greengrass
Just Go with It,2011-02-10,"['Comedy', 'Romance']","['friendship', 'hawaii', 'assistant', 'plastic surgery', 'romantic comedy', 'waterfall', 'falling in love', 'older man younger woman relationship', 'young woman', 'family vacation', 'single mother', 'plastic surgeon', 'divorced', 'schoolteacher', 'rich man', 'favor', 'elaborate ruse', 'pretending to be wife', 'pretend marriage', 'backstory', 'lies to cover lies', 'pretend family', 'sorority sister']","['Adam Sandler', 'Jennifer Aniston', 'Brooklyn Decker', 'Nicole Kidman', 'Nick Swardson', 'Bailee Madison', 'Griffin Gluck', 'Dave Matthews', 'Kevin Nealon', 'Rachel Dratch']",Ronit Ravich-Boss
The Girl on the Train,2016-10-05,"['Thriller', 'Mystery', 'Drama', 'Crime']","['infidelity', 'new york city', 'amnesia', 'based on novel or book', 'obsession', 'homicide', 'blackout', 'alcoholism', 'flashback', 'confusion', 'memory loss', 'domestic abuse', 'disappearance', 'female protagonist', 'psychological thriller', 'train', 'divorcee', 'missing person', 'police investigation', 'ex-husband ex-wife relationship', 'unreliable narrator', 'voyeurism', 'abuse', 'alcoholics anonymous']","['Emily Blunt', 'Rebecca Ferguson', 'Haley Bennett', 'Justin Theroux', 'Luke Evans', 'Allison Janney', 'Edgar Ramírez', 'Lisa Kudrow', 'Laura Prepon', 'Darren Goldstein']",Frank Marshall
The Goonies,1985-06-07,"['Adventure', 'Comedy', 'Family']","['gang of thieves', 'treasure map', 'oregon, usa', 'gunfight', 'childhood friends', 'booby trap', 'water slide', 'foreclosure', 'walking the plank', 'lost treasure', 'social outcast', 'pirate ship', 'henchmen']","['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman', 'Kerri Green', 'Martha Plimpton', 'Ke Huy Quan', 'John Matuszak', 'Robert Davi', 'Joe Pantoliano']",Richard Donner
King Arthur: Legend of the Sword,2017-05-10,"['Action', 'Drama', 'Fantasy']","['knight', 'king arthur', 'excalibur', 'sword and sorcery']","['Charlie Hunnam', 'Jude Law', 'Astrid Bergès-Frisbey', 'Eric Bana', 'Djimon Hounsou', 'Aidan Gillen', 'Kingsley Ben-Adir', 'Neil Maskell', 'Craig McGinlay', 'Tom Wu']",Guy Ritchie
Jungle Cruise,2021-07-28,"['Fantasy', 'Adventure']","['jungle', 'riverboat', '1910s', 'amazon river', 'based on theme park ride']","['Dwayne Johnson', 'Emily Blunt', 'Edgar Ramírez', 'Jack Whitehall', 'Jesse Plemons', 'Paul Giamatti', 'Veronica Falcón', 'Dani Rovira', 'Quim Gutiérrez', 'Andy Nyman']",Riley Flanagan
Pocahontas,1995-06-14,"['Adventure', 'Animation', 'Family', 'Romance']","['princess', 'culture clash', 'villain', 'colony', 'forbidden love', 'musical', 'gold rush', 'native american', 'colonisation', 'virginia', 'star crossed lovers', 'intercultural relationship', 'based on myths, legends or folklore', '17th century', 'shamanism', 'animal sidekick']","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers', 'John Kassir', 'Christian Bale', 'Judy Kuhn', 'Billy Connolly', 'Frank Welker', 'Russell Means', 'Linda Hunt']",Mike Gabriel
Who Framed Roger Rabbit,1988-06-21,"['Fantasy', 'Animation', 'Comedy', 'Crime']","['lovesickness', 'based on novel or book', 'falsely accused', 'movie business', 'innocence', 'suspicion of murder', 'cartoon', 'villain', 'mental breakdown', 'whodunit', 'los angeles, california', 'private detective', 'movie star', 'nostalgic', 'cartoon rabbit', 'neo-noir', '1940s', 'live action and animation']","['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer', 'Kathleen Turner', 'Stubby Kaye', 'Alan Tilvern', 'Richard LeParmentier', 'Lou Hirsch', 'Betsy Brantley']",Robert Zemeckis
Zombieland: Double Tap,2019-10-09,"['Comedy', 'Horror']","['marriage proposal', 'the white house', 'gore', 'road trip', 'sequel', 'survival', 'spoof', 'zombie', 'recreational vehicle', 'aftercreditsstinger', 'frantic', 'graceland', 'minivan', 'christmas present', 'hilarious', 'whimsical', 'frightened']","['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin', 'Zoey Deutch', 'Avan Jogia', 'Rosario Dawson', 'Luke Wilson', 'Thomas Middleditch', 'Victoria Hall']",Ruben Fleischer
The Bourne Legacy,2012-08-08,"['Action', 'Thriller']","['assassin', 'espionage', 'wolf', 'maryland', 'covert operation', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'pharmaceutical lab', 'government conspiracy', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'dramatic', 'admiring']","['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Stacy Keach', 'Dennis Boutsikaris', 'Oscar Isaac', 'Joan Allen', 'Albert Finney', 'David Strathairn', 'Scott Glenn']",Frank Marshall
Moon,2009-06-12,"['Science Fiction', 'Drama']","['future', 'moon', 'artificial intelligence (a.i.)', 'isolation', 'clone', 'dystopia', 'space', 'cloning', 'moon base', 'psychological thriller', 'lunar mission', 'corporate conspiracy', 'existential crisis']","['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw', 'Adrienne Shaw', 'Kaya Scodelario', 'Benedict Wong', 'Matt Berry', 'Malcolm Stewart', 'Robin Chalk']",Duncan Jones
Bright,2017-12-22,"['Fantasy', 'Action', 'Thriller']","['police', 'orcs', 'elves', 'magic', 'fairy', 'los angeles, california']","['Will Smith', 'Joel Edgerton', 'Lucy Fry', 'Noomi Rapace', 'Edgar Ramírez', 'Ike Barinholtz', 'Veronica Ngo', 'Alex Meraz', 'Happy Anderson', 'Dawn Olivieri']",Christina Fong
Bambi,1942-02-11,"['Animation', 'Drama', 'Family']","['loss of loved one', 'forest', 'coming of age', 'best friend', 'cartoon rabbit', 'forest fire', 'fawn', 'cartoon deer']","['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King', 'Will Wright', 'Hardie Albright', 'Ann Gillis', 'Tim Davis', 'Sam Edwards', 'Sterling Holloway']",David Hand
Alien³,1992-05-22,"['Science Fiction', 'Action', 'Horror']","['prison', 'android', 'spacecraft', 'dystopia', 'imprisonment', 'space travel', 'space colony', 'redemption', 'rottweiler', 'sequel', 'alien', 'space', 'creature', 'planet', 'shaved head', 'crash landing', 'impregnation', 'penal colony', 'furnace', 'suspended animation', 'xenomorph', 'desperate', 'absurd']","['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Paul McGann', 'Brian Glover', 'Ralph Brown', 'Danny Webb', 'Christopher John Fields', 'Holt McCallany', 'Lance Henriksen']",David Fincher
Liar Liar,1997-03-21,['Comedy'],"['california', 'workaholic', 'birthday', 'truth', 'lie', 'wish', 'legal drama']","['Jim Carrey', 'Maura Tierney', 'Justin Cooper', 'Cary Elwes', 'Anne Haney', 'Jennifer Tilly', 'Amanda Donohoe', 'Jason Bernard', 'Swoosie Kurtz', 'Mitchell Ryan']",Tom Shadyac
School of Rock,2003-10-03,"['Comedy', 'Music']","['high school', ""rock 'n' roll"", 'musician', 'music competition', 'substitute teacher', 'teacher', 'rock music', 'contest', 'rock band', 'rock concert']","['Jack Black', 'Joan Cusack', 'Sarah Silverman', 'Miranda Cosgrove', 'Joey Gaydos Jr.', 'Kevin Alexander Clark', 'Rivkah Reyes', 'Robert Tsai', 'Maryam Hassan', 'Aleisha Allen']",Richard Linklater
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,"['Comedy', 'War']","['usa president', 'general', 'cold war', 'strategic air command', 'dark comedy', 'nuclear missile', 'satire', 'black and white', 'war room', 'bomber pilot', 'nuclear weapons', 'ex-nazi', 'anti war', 'doomsday device', 'absurdism', 'grand', 'hilarious']","['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn', 'Slim Pickens', 'Peter Bull', 'James Earl Jones', 'Tracy Reed', 'Jack Creley', 'Frank Berry']",Stanley Kubrick
The Untouchables,1987-06-03,"['Crime', 'History', 'Thriller']","['chicago, illinois', 'prohibition era', 'gangster', 'baseball bat', 'white suit', 'tough cop', 'treasury agent', 'untouchable', 'tax evasion', 'jury tampering', '1930s']","['Kevin Costner', 'Sean Connery', 'Charles Martin Smith', 'Andy García', 'Robert De Niro', 'Richard Bradford', 'Jack Kehoe', 'Brad Sullivan', 'Billy Drago', 'Patricia Clarkson']",Brian De Palma
Five Feet Apart,2019-03-14,"['Romance', 'Drama']","['forbidden love', 'terminal illness', 'hospital', 'best friend', 'falling in love', 'cystic fibrosis', 'star crossed lovers', 'first date', 'true love', 'teenager', 'dramatic', 'sentimental', 'romantic', 'melodramatic']","['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias', 'Kimberly Hebert Gregory', 'Parminder Nagra', 'Claire Forlani', 'Emily Baldoni', 'Gary Weeks', 'Rebecca Chulew', 'Sue-Lynn Ansari']",Chelsea Donison
Signs,2002-08-02,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']","['farm', 'faith', 'symbolism', 'miracle', 'family relationships', 'alien', 'grief', 'rural area', 'alien invasion', 'crop circle', 'alien attack', 'death of wife', 'loss of faith', 'alien encounter', 'anxious', 'aliens', 'suspenseful', 'foreboding']","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones', 'Patricia Kalember', 'Ted Sutton', 'Merritt Wever', 'Lanny Flaherty', 'Marion McCorry']",M. Night Shyamalan
John Carter,2012-03-07,"['Action', 'Adventure', 'Science Fiction']","['princess', 'medallion', 'planet mars', 'based on novel or book', 'escape', 'space travel', 'alien', 'martian', 'steampunk', 'alien race', 'superhuman strength', 'martian civilization', 'sword and planet', '19th century', '異星爭霸戰：尊卡特傳奇']","['Taylor Kitsch', 'Lynn Collins', 'Samantha Morton', 'Mark Strong', 'Ciarán Hinds', 'Dominic West', 'James Purefoy', 'Willem Dafoe', 'Thomas Haden Church', 'Bryan Cranston']",Annie Penn
Annabelle: Creation,2017-08-03,['Horror'],"['prequel', 'evil doll', 'demon', 'spin off', 'demonic possession', 'ghost', 'aftercreditsstinger', 'duringcreditsstinger', 'the conjuring universe']","['Stephanie Sigman', 'Talitha Eliana Bateman', 'Lulu Wilson', 'Anthony LaPaglia', 'Miranda Otto', 'Grace Caroline Currey', 'Philippa Coulthard', 'Samara Lee', 'Tayler Buck', 'Lou Lou Safran']",Cyndi Martin
The Hurt Locker,2008-10-10,"['Drama', 'Thriller', 'War']","['rescue', 'explosive', 'loyalty', 'us army', 'car bomb', 'iraq', 'tension', 'disaster', 'terrorism', 'soldier', 'iraq war', 'anti war', 'bomb squad', 'body armor', 'woman director', 'army sergeant', 'dramatic']","['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty', 'David Morse', 'Guy Pearce', 'Evangeline Lilly', 'Ralph Fiennes', 'Christian Camargo', 'Christopher Sayegh', 'David Gueriera']",Kathryn Bigelow
Final Destination,2000-03-17,['Horror'],"['airport', 'time travel', 'omen', 'premonition', 'airplane accident', 'corpse', 'death', 'near-death experience', 'cheating death']","['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Kristen Cloke', 'Seann William Scott', 'Chad Donella', 'Amanda Detmer', 'Tony Todd', 'Daniel Roebuck', 'Roger Guenveur Smith']",Lara Fox
The Princess and the Frog,2009-12-08,"['Animation', 'Romance', 'Fantasy', 'Family']","['princess', 'voodoo', 'new orleans, louisiana', 'restaurant', 'villain', 'kiss', 'musical', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan', '1920s', 'magic spell']","['Anika Noni Rose', 'Bruno Campos', 'Jim Cummings', 'Michael-Leon Wooley', 'Keith David', 'Jennifer Cody', 'Peter Bartlett', 'Jenifer Lewis', 'Oprah Winfrey', 'John Goodman']",Jennifer Yuan
The Iron Giant,1999-08-06,"['Family', 'Animation', 'Science Fiction', 'Adventure']","['friendship', 'small town', 'based on novel or book', 'self sacrifice', 'cold war', 'alien', 'meteorite', 'giant robot', 'autumn', 'fear of unknown', '1950s', 'mother son relationship']","['Vin Diesel', 'Eli Marienthal', 'Jennifer Aniston', 'Harry Connick Jr.', 'James Gammon', 'Cloris Leachman', 'Christopher McDonald', 'John Mahoney', 'M. Emmet Walsh', 'Jack Angel']",Brad Bird
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-02,"['Adventure', 'Family', 'Fantasy']","['epic', 'based on novel or book', 'magic', 'lion', 'anthropomorphism', 'dragon', 'king', 'fantasy world', 'snowing', 'sea voyage', 'quest', 'high fantasy', 'isekai', 'father son relationship', 'brother sister relationship', 'turned into animal', 'based on young adult novel', 'good versus evil']","['Georgie Henley', 'Skandar Keynes', 'Ben Barnes', 'Will Poulter', 'Anna Popplewell', 'William Moseley', 'Simon Pegg', 'Liam Neeson', 'Tilda Swinton', 'Laura Brent']",Michael Apted
Collateral,2004-08-04,"['Drama', 'Crime', 'Thriller']","['taxi', 'police', 'hitman', 'hostage', 'self-fulfilling prophecy', 'taxi driver', 'fbi', 'nightclub', 'briefcase', 'sociopath', 'professional hit', 'one night', 'gun violence', 'lapd', 'contract killer', 'neo-noir', 'cabbie', 'federal prosecutor', 'taxi ride', 'suspense thriller', 'los angeles airport (lax)']","['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo', 'Javier Bardem', 'Bruce McGill', 'Klea Scott', 'Barry Shabaka Henley', 'Irma P. Hall', 'Richard T. Jones']",Chuck Russell
